episode,act,title,contributors,description,episode-act
31,0.01,Act One. When You Talk Music.,Dael Orlandersmith,"Dael Orlandersmith's funny, moving story from her Obie-award winning show Beauty's Daughters. Though she's an African-American woman, she transforms herself in this story into a loudmouthed Italian guy. At a wedding, this character meets a woman who reminds him of who he was before he got married and had kids: a guy who loved jazz, a different guy than he is now. Recorded at Millie's Orchid Show in Chicago. Thanks to Brigid Murphy. (12 minutes)",31.01
31,0.02,"Act Two. My Brother, Tom Jones.",,"Radio producer Dan Gediman's story about his older brother, ""Alex Jones,"" who he idolized when they were kids. After many unsuccessful attempts to become a rock star, he finally made it in music, as a Tom Jones impersonator. Visit Alex's website for more. This story produced by Jay Allison with Ginna Allison, as part of Jay's Life Stories series. (21 minutes)",31.02
31,0.03,Act Three. Choosing Fandom.,,"A reading from the zine Motorbooty about the crisis of World Band Overpopulation. Then, This American Life contributor Sarah Vowell on someone who is not part of the world band overpopulation problem: Scott Lee, the world's greatest fan of the Fastbacks, a respected, semi-obscure Seattle alternative band. Lee maniacally charts obscure Fastbacks facts and calculates statistics. (12 minutes)",31.03
31,0.04,"Act Four. No Fame, No Fortune, Just Music.",,"Ira with Sam Franco, a 72-year-old Chicagoan who spent his life playing and teaching accordion. He never became famous. Never hit it big. He just had the pleasure of making his living in music in a way so many people wish they could but few do. (7 minutes)",31.04
31,0.21,Credits.,,error,31.21
32,0.01,Act One. Normal Life In An Abnormal Setting.,Ira Glass,"
Host Ira Glass follows a delegation to find out what people actually do at a convention. (14 minutes)Politics Ira Glass
 ",32.01
32,0.02,Act Two. ,"Dan Savage, Ira Glass","
Sex advice columnist Dan Savage tells the odd story of how he became a Republican state convention delegate even though he's a Democrat and gay. (18 minutes)Government • Journalism • Politics Dan Savage
Ira Glass
 ",32.02
32,0.03,Act Three. Campaign Diaries.,Michael Lewis,"
More campaign diaries from The New Republic's Michael Lewis. (25 minutes)Government • Politics Michael Lewis
 ",32.03
32,0.03,Act 3.,,"
Terri Ann ",32.03
32,0.04,Act 4.,,error,32.04
32,0.21,Credits.,,error,32.21
33,0.0,Prologue.,,"
Ira introduces what we're about to listen to: a casette tape of the show. It was never broadcast internationally, only locally, and no master exists any more. ",33.0
33,0.01,Act One. ,,"
Ira meets the workers of the Wiener Circle; they're screaming and cursing at each other, and the customers, and they actually seem really happy. And then we meet some of the customers. (15 minutes)Food/Drinks/Cooking • Jobs/Employment ",33.01
33,0.02,Act Two. The Customer.,Beau O'Reilly,"
Playwright and contributor Beau O'Reilly talks about a more typical relationship between restaurant and customer. (13 minutes)Food/Drinks/Cooking • Jobs/Employment Beau O'Reilly
 ",33.02
33,0.03,Act Three. A Parable of Politics.,,"
Reporter Shirley Jahad investigates the politics of the Chicago hot dog on Navy Pier. (11 minutes)Food/Drinks/Cooking • Politics ",33.03
33,0.04,Act Four. Fast Food Heart.,,"
Cassandra Smith has temptation in Kyoto.Food/Drinks/Cooking • Travel ",33.04
33,0.05,Act 5.,,"
Seth Anderson ",33.05
33,0.21,Credits.,,error,33.21
34,0.0,Prologue.,Ira Glass,"
Host Ira Glass wonders what the Democrats stand for, and then goes in search of an answer. (4 minutes)Politics Ira Glass
 ",34.0
34,0.01,Act One. A Little Tour Inside the Message Machine.,Ira Glass,"
The secret games delegates play to amuse themselves, differences between Republican and Democratic convention delegates, and more. (30 minutes)Politics • Presidents Ira Glass
 ",34.01
34,0.02,Act Two. Campaign Diaries.,"Ira Glass, Michael Lewis","
The latest installment of Michael Lewis's campaign diaries. (7 minutes)Government • Politics Ira Glass
Michael Lewis
 ",34.02
34,0.03,Act Three. Neighbors.,Ira Glass,"
One of the boys from the book There Are No Children Here goes back to his old neighborhood across from the Convention site. (10 minutes)Chicago • Politics Ira Glass
 ",34.03
34,0.04,Act Four. TV Show.,Danny Drennan,"
Webmaster and Beverly Hills 90210 expert Danny Drennan on the convention. Danny runs the site Inquisitor Mediarama. (6 minutes)Government • Politics • Television Danny Drennan
 ",34.04
34,0.21,Credits.,,Credits,34.21
35,0.0,Prologue.,Ira Glass,"
Host Ira Glass goes to Navy Pier to visit the clearance sales. (2 minutes)Retail/Commerce Ira Glass
 ",35.0
35,0.01,Act One. In the Nude.,David Sedaris,"
David Sedaris reads from his story ""Naked."" (21 minutes)Funny • Travel David Sedaris
 ",35.01
35,0.02,Act Two. Haiku at the Scrimmage Line,Scott Carrier,"
Scott Carrier's Haiku stories. Scott is the author of Running After Antelope. (13 minutes)Fiction • Poetry Scott Carrier
 ",35.02
35,0.03,Act Three. Animal Lover.,Ira Glass,"
Found zoophilia letters read. (7 minutes)Animals • Sexuality Ira Glass
 ",35.03
35,0.04,Act Four. Grandma and Easy.,"Carmen Delzell, Jay Allison","
Carmen Delzell/Jay Allison's story on a guitar player. (10 minutes)Childhood • Death • Family • Music • Race • Religion Carmen Delzell
Jay Allison
 ",35.04
35,0.21,Credits.,,Credits,35.21
36,0.0,Prologue.,,"
Harpersbizarre ",36.0
36,0.01,Act 1.,,error,36.01
36,0.21,Credits.,,error,36.21
37,0.0,Prologue.,Ira Glass,"
Host Ira Glass on his relationship to his job, and your relationship to yours. (2 minutes)Jobs/Employment Ira Glass
 ",37.0
37,0.01,Act One. The Test.,Scott Carrier,"
Radio producer Scott Carrier quit his job at a low moment in his life. His wife left him and took the kids. And he got a job interviewing schizophrenics for some medical researchers. After doing it a while, he began to wonder if he was a schizophrenic himself. Scott is the author of Running After Antelope. (18 minutes) Family • Jobs/Employment • Mental Health Scott Carrier
 ",37.01
37,0.02,Act Two. Hair.,Peter Clowney,"
This American Life associate producer Peter Clowney visits a modern-day touring company of Hair. They don't just believe they're doing a job as professional actors. They're living as a modern-day tribe of hippies — with all the tensions of any communal living. (10 minutes) Friendship • Theater Peter Clowney
 ",37.02
37,0.03,Act Three. The Port Chicago 50.,Dan Collison,"
The story of the worst stateside disaster during World War II, at Port Chicago, an ammunition dump for the navy just north of San Francisco. Black workers were assigned to load ammo onto ships under such unsafe conditions that on July 17, 1944, two ships blew up, killing 320 men. When 50 survivors of the blast refused to return to work under the same unsafe conditions, they were court-martialed and sentenced to up to 15 years of hard labor. There have been many attempts to clear the names of these fifty men, including one in 1944 by then-civil rights attorney Thurgood Marshall. Dan Collison spoke with five survivors of the blast about what really happened. See the Long Haul Productions website for more. (20 minutes) Boats • History • Jobs/Employment • Legal System • Race • Veterans • War Dan Collison
 ",37.03
37,0.04,Act Four. Orientation.,Daniel Orozco,"
Even the most innocent office job can take over your life. A story by fiction writer Daniel Orozco about one such job. Originally published in the Seattle Review. (7 minutes)
Fiction • Jobs/Employment Daniel Orozco
 ",37.04
37,0.21,Credits.,,Credits,37.21
38,0.0,Prologue,,Prologue,38.0
38,0.01,Act One. National Tour.,Ira Glass,"
Host Ira Glass uses Italian author Umberto Eco's essay Travels in Hyperreality  as a guidebook to American simulated worlds. Eco says that the urge to create these miniature simulated worlds is a very American impulse — a significant American aesthetic — and one that's not often discussed. Ira visits the Wax Museum at Fisherman's Wharf in San Francisco, plays clips from Jessica Yu's documentary on Civil War reenactors (called Men of Reenaction and available from the Independent Television Service at 800/343-4727), stops by a fake coal mine under Chicago's Museum of Science and Industry, and discusses ""the poor man's Hearst Castle"" — a California hotel called the Madonna Inn. (13 minutes) Art • Family • History • Travel Ira Glass
 ",38.01
38,0.02,Act Two. Dinosaur Exhibit.,Jack Hitt,"
Writer Jack Hitt discovers that the world of dinosaurs is a man-made creation, a simulated world that may or may not accurately reflect what happened on earth 100 million years ago. Talking with dinosaur experts like Jack Horner (whose work was the basis of much of the film Jurassic Park), Hitt finds that most of what you think you know about dinosaurs is probably wrong, and that Americans' ideas about dinosaurs go through ""fashions"" that reflect the national mood: We believed dinosaurs were more aggressive when we were on the brink of World Wars One and Two. And these days we focus on their family values. (16 minutes) Animals • History • Science Jack Hitt
 ",38.02
38,0.03,Act Three. Medieval Times.,Ira Glass,"Ira takes a Medieval scholar from the University of Chicago, Michael Camille, to Medieval Times — a chain of fake castles where visitors eat Medieval food and drink Medieval Pepsi and watch a supposed recreation of a Medieval jousting tournament. The scholar finds that there are many historical inaccuracies, but that Medieval Times does capture something essential and interesting about the spirit of the Middle Ages. (19 minutes)",38.03
38,0.04,Act Four. Simulating Reality On Morning Edition. ,Ira Glass,"
Ira Glass worked for NPR's Morning Edition and All Things Considered for seventeen years, and shares a few thoughts on the devices he and his colleagues used to simulate the real world on those shows. (2 minutes)Jobs/Employment • Radio Ira Glass
 ",38.04
38,0.21,Credits.,,error,38.21
39,0.0,Prologue. ,Ira Glass,"
Host Ira Glass talks to people who gather every week to watch the TV show Dark Shadows. (1 minute)Television Ira Glass
 ",39.0
39,0.01,Act One. Dark Shadows,Ira Glass,"
Ira continues his story. (10 minutes)Friendship • Funny • Television Ira Glass
 ",39.01
39,0.02,Act Two. Scientists in a Haunted House.,Ira Glass,"
An excerpt from Your Radio is Haunted. (6 minutes)Children • Family • Housing • Mothers • Paranormal Ira Glass
 ",39.02
39,0.03,Act Three. Vampire Girl.,Ira Glass,"
An interview with Vampire Girl. (6 minutes)Jobs/Employment • Sexuality • Theater Ira Glass
 ",39.03
39,0.04,Act Four. Discovering Evil,Julie Showalter,"
Julie Showalter, on a costume she wore as a kid. (11 minutes)Childhood • Education • Family • Holidays • Mothers Julie Showalter
 ",39.04
39,0.05,Act Five. Gang Girl.,Ira Glass,"
Gang Girl, on a body they thought was fake that turned out to be real. (10 minutes)Childhood • Crime Ira Glass
 ",39.05
39,0.06,Act Six. Screams.,Gregory Whitehead,"
Greg Whitehead, with screams from the This American Life audience. (7 minutes)Holidays Gregory Whitehead
 ",39.06
